"source_member_ordinal","member_path_raw","pair_token_opaque","typed_observation_count","resolution_status","resolution_method","official_pair_key","official_altname","official_wsname","base_asset_id","quote_asset_id","base_exchange_symbol","quote_exchange_symbol","pair_status","research_eligible","identity_evidence_json"
"7201","TUSDUSD_1.csv","TUSDUSD","287","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","TUSD/USD","TUSD","ZUSD","TUSD","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7201,""official_support_url"":""""}"
"7209","TUSD_1.csv","TUSD","6183","official_exact","official_altname_exact","TUSD","TUSD","T/USD","T","ZUSD","T","USD","online","True","{""pair_key"":""TUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""T"",""quote"":""ZUSD""}"
"7217","TVKEUR_1.csv","TVKEUR","287","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","TVK/EUR","TVK","ZEUR","TVK","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7217,""official_support_url"":""""}"
"7225","TVKUSD_1.csv","TVKUSD","3520","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","TVK/USD","TVK","ZUSD","TVK","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7225,""official_support_url"":""""}"
"7233","UFDEUR_1.csv","UFDEUR","785","official_exact","official_altname_exact","UFDEUR","UFDEUR","UFD/EUR","UFD","ZEUR","UFD","EUR","online","True","{""pair_key"":""UFDEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UFD"",""quote"":""ZEUR""}"
"7241","UFDUSD_1.csv","UFDUSD","13913","official_exact","official_altname_exact","UFDUSD","UFDUSD","UFD/USD","UFD","ZUSD","UFD","USD","online","True","{""pair_key"":""UFDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UFD"",""quote"":""ZUSD""}"
"7249","UMAEUR_1.csv","UMAEUR","1513","official_exact","official_altname_exact","UMAEUR","UMAEUR","UMA/EUR","UMA","ZEUR","UMA","EUR","online","True","{""pair_key"":""UMAEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UMA"",""quote"":""ZEUR""}"
"7257","UMAUSD_1.csv","UMAUSD","3720","official_exact","official_altname_exact","UMAUSD","UMAUSD","UMA/USD","UMA","ZUSD","UMA","USD","online","True","{""pair_key"":""UMAUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UMA"",""quote"":""ZUSD""}"
"7265","UNFIEUR_1.csv","UNFIEUR","1963","official_exact","official_altname_exact","UNFIEUR","UNFIEUR","UNFI/EUR","UNFI","ZEUR","UNFI","EUR","online","True","{""pair_key"":""UNFIEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNFI"",""quote"":""ZEUR""}"
"7273","UNFIUSD_1.csv","UNFIUSD","8696","official_exact","official_altname_exact","UNFIUSD","UNFIUSD","UNFI/USD","UNFI","ZUSD","UNFI","USD","online","True","{""pair_key"":""UNFIUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNFI"",""quote"":""ZUSD""}"
"7281","UNIETH_1.csv","UNIETH","1969","official_exact","official_altname_exact","UNIETH","UNIETH","UNI/ETH","UNI","XETH","UNI","ETH","online","True","{""pair_key"":""UNIETH"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNI"",""quote"":""XETH""}"
"7289","UNIEUR_1.csv","UNIEUR","19926","official_exact","official_altname_exact","UNIEUR","UNIEUR","UNI/EUR","UNI","ZEUR","UNI","EUR","online","True","{""pair_key"":""UNIEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNI"",""quote"":""ZEUR""}"
"7297","UNIUSD_1.csv","UNIUSD","47391","official_exact","official_altname_exact","UNIUSD","UNIUSD","UNI/USD","UNI","ZUSD","UNI","USD","online","True","{""pair_key"":""UNIUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNI"",""quote"":""ZUSD""}"
"7305","UNIXBT_1.csv","UNIXBT","3652","official_exact","official_altname_exact","UNIXBT","UNIXBT","UNI/XBT","UNI","XXBT","UNI","XBT","online","True","{""pair_key"":""UNIXBT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""UNI"",""quote"":""XXBT""}"
"7313","USDCAD_1.csv","USDCAD","94109","official_exact","official_altname_exact","ZUSDZCAD","USDCAD","USD/CAD","ZUSD","ZCAD","USD","CAD","online","True","{""pair_key"":""ZUSDZCAD"",""match_methods"":[""altname"",""wsname_without_separator""],""base"":""ZUSD"",""quote"":""ZCAD""}"
"7321","USDCAUD_1.csv","USDCAUD","18909","official_exact","official_altname_exact","USDCAUD","USDCAUD","USDC/AUD","USDC","ZAUD","USDC","AUD","online","True","{""pair_key"":""USDCAUD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""ZAUD""}"
"7329","USDCCAD_1.csv","USDCCAD","51641","official_exact","official_altname_exact","USDCCAD","USDCCAD","USDC/CAD","USDC","ZCAD","USDC","CAD","online","True","{""pair_key"":""USDCCAD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""ZCAD""}"
"7337","USDCCHF_1.csv","USDCCHF","65327","official_exact","official_altname_exact","USDCCHF","USDCCHF","USDC/CHF","USDC","CHF","USDC","CHF","online","True","{""pair_key"":""USDCCHF"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""CHF""}"
"7345","USDCEUR_1.csv","USDCEUR","130992","official_exact","official_altname_exact","USDCEUR","USDCEUR","USDC/EUR","USDC","ZEUR","USDC","EUR","online","True","{""pair_key"":""USDCEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""ZEUR""}"
"7353","USDCGBP_1.csv","USDCGBP","74180","official_exact","official_altname_exact","USDCGBP","USDCGBP","USDC/GBP","USDC","ZGBP","USDC","GBP","online","True","{""pair_key"":""USDCGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""ZGBP""}"
"7361","USDCHF_1.csv","USDCHF","86762","official_exact","official_altname_exact","USDCHF","USDCHF","USD/CHF","ZUSD","CHF","USD","CHF","online","True","{""pair_key"":""USDCHF"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZUSD"",""quote"":""CHF""}"
"7369","USDCUSDT_1.csv","USDCUSDT","59484","official_exact","official_altname_exact","USDCUSDT","USDCUSDT","USDC/USDT","USDC","USDT","USDC","USDT","online","True","{""pair_key"":""USDCUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""USDT""}"
"7377","USDCUSD_1.csv","USDCUSD","186","official_exact","official_altname_exact","USDCUSD","USDCUSD","USDC/USD","USDC","ZUSD","USDC","USD","online","True","{""pair_key"":""USDCUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDC"",""quote"":""ZUSD""}"
"7385","USDDEUR_1.csv","USDDEUR","543","official_exact","official_altname_exact","USDDEUR","USDDEUR","USDD/EUR","USDD","ZEUR","USDD","EUR","online","True","{""pair_key"":""USDDEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDD"",""quote"":""ZEUR""}"
"7393","USDDUSD_1.csv","USDDUSD","2807","official_exact","official_altname_exact","USDDUSD","USDDUSD","USDD/USD","USDD","ZUSD","USDD","USD","online","True","{""pair_key"":""USDDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDD"",""quote"":""ZUSD""}"
"7401","USDGUSDC_1.csv","USDGUSDC","2949","official_exact","official_altname_exact","USDGUSDC","USDGUSDC","USDG/USDC","USDG","USDC","USDG","USDC","online","True","{""pair_key"":""USDGUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDG"",""quote"":""USDC""}"
"7409","USDGUSD_1.csv","USDGUSD","54954","official_exact","official_altname_exact","USDGUSD","USDGUSD","USDG/USD","USDG","ZUSD","USDG","USD","online","True","{""pair_key"":""USDGUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDG"",""quote"":""ZUSD""}"
"7417","USDJPY_1.csv","USDJPY","4680","official_exact","official_altname_exact","ZUSDZJPY","USDJPY","USD/JPY","ZUSD","ZJPY","USD","JPY","online","True","{""pair_key"":""ZUSDZJPY"",""match_methods"":[""altname"",""wsname_without_separator""],""base"":""ZUSD"",""quote"":""ZJPY""}"
"7425","USDQEUR_1.csv","USDQEUR","1653","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","USDQ/EUR","USDQ","ZEUR","USDQ","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7425,""official_support_url"":""""}"
"7433","USDQUSDC_1.csv","USDQUSDC","46794","official_exact","official_altname_exact","USDQUSDC","USDQUSDC","USDQ/USDC","USDQ","USDC","USDQ","USDC","online","True","{""pair_key"":""USDQUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDQ"",""quote"":""USDC""}"
"7441","USDQUSDT_1.csv","USDQUSDT","622","official_exact","official_altname_exact","USDQUSDT","USDQUSDT","USDQ/USDT","USDQ","USDT","USDQ","USDT","online","True","{""pair_key"":""USDQUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDQ"",""quote"":""USDT""}"
"7449","USDQUSD_1.csv","USDQUSD","48663","official_exact","official_altname_exact","USDQUSD","USDQUSD","USDQ/USD","USDQ","ZUSD","USDQ","USD","online","True","{""pair_key"":""USDQUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDQ"",""quote"":""ZUSD""}"
"7457","USDREUR_1.csv","USDREUR","400","official_exact","official_altname_exact","USDREUR","USDREUR","USDR/EUR","USDR","ZEUR","USDR","EUR","post_only","True","{""pair_key"":""USDREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDR"",""quote"":""ZEUR""}"
"7465","USDRUSDC_1.csv","USDRUSDC","384","official_exact","official_altname_exact","USDRUSDC","USDRUSDC","USDR/USDC","USDR","USDC","USDR","USDC","post_only","True","{""pair_key"":""USDRUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDR"",""quote"":""USDC""}"
"7473","USDRUSDT_1.csv","USDRUSDT","235","official_exact","official_altname_exact","USDRUSDT","USDRUSDT","USDR/USDT","USDR","USDT","USDR","USDT","post_only","True","{""pair_key"":""USDRUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDR"",""quote"":""USDT""}"
"7481","USDRUSD_1.csv","USDRUSD","954","official_exact","official_altname_exact","USDRUSD","USDRUSD","USDR/USD","USDR","ZUSD","USDR","USD","post_only","True","{""pair_key"":""USDRUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDR"",""quote"":""ZUSD""}"
"7489","USDSEUR_1.csv","USDSEUR","12","official_exact","official_altname_exact","USDSEUR","USDSEUR","USDS/EUR","USDS","ZEUR","USDS","EUR","online","True","{""pair_key"":""USDSEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDS"",""quote"":""ZEUR""}"
"7497","USDSUSD_1.csv","USDSUSD","565","official_exact","official_altname_exact","USDSUSD","USDSUSD","USDS/USD","USDS","ZUSD","USDS","USD","online","True","{""pair_key"":""USDSUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDS"",""quote"":""ZUSD""}"
"7505","USDTAUD_1.csv","USDTAUD","61321","official_exact","official_altname_exact","USDTAUD","USDTAUD","USDT/AUD","USDT","ZAUD","USDT","AUD","online","True","{""pair_key"":""USDTAUD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZAUD""}"
"7513","USDTCAD_1.csv","USDTCAD","11340","official_exact","official_altname_exact","USDTCAD","USDTCAD","USDT/CAD","USDT","ZCAD","USDT","CAD","online","True","{""pair_key"":""USDTCAD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZCAD""}"
"7521","USDTCHF_1.csv","USDTCHF","41379","official_exact","official_altname_exact","USDTCHF","USDTCHF","USDT/CHF","USDT","CHF","USDT","CHF","online","True","{""pair_key"":""USDTCHF"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""CHF""}"
"7529","USDTEUR_1.csv","USDTEUR","103780","official_exact","official_altname_exact","USDTEUR","USDTEUR","USDT/EUR","USDT","ZEUR","USDT","EUR","online","True","{""pair_key"":""USDTEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZEUR""}"
"7537","USDTGBP_1.csv","USDTGBP","80028","official_exact","official_altname_exact","USDTGBP","USDTGBP","USDT/GBP","USDT","ZGBP","USDT","GBP","online","True","{""pair_key"":""USDTGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZGBP""}"
"7545","USDTJPY_1.csv","USDTJPY","1720","official_exact","official_altname_exact","USDTJPY","USDTJPY","USDT/JPY","USDT","ZJPY","USDT","JPY","online","True","{""pair_key"":""USDTJPY"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZJPY""}"
"7553","USDTUSD_1.csv","USDTUSD","127295","official_exact","official_altname_exact","USDTZUSD","USDTUSD","USDT/USD","USDT","ZUSD","USDT","USD","online","True","{""pair_key"":""USDTZUSD"",""match_methods"":[""altname"",""wsname_without_separator""],""base"":""USDT"",""quote"":""ZUSD""}"
"7561","USDUCUSD_1.csv","USDUCUSD","0","approved_empty_override","frozen_empty_member_filename_decomposition","","","","USDUC","USD","USDUC","USD","empty_member_no_observations","False","{""member"":""USDUCUSD_1.csv"",""typed_rows"":0,""contract_override"":true}"
"7569","USTEUR_1.csv","USTEUR","56","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","UST/EUR","UST","ZEUR","UST","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7569,""official_support_url"":""""}"
"7577","USTUSDC_1.csv","USTUSDC","52","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","UST/USDC","UST","USDC","UST","USDC","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7577,""official_support_url"":""""}"
"7585","USTUSDT_1.csv","USTUSDT","735","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","UST/USDT","UST","USDT","UST","USDT","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7585,""official_support_url"":""""}"
"7593","USTUSD_1.csv","USTUSD","2793","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","UST/USD","UST","ZUSD","UST","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":7593,""official_support_url"":""""}"
"7601","USUALEUR_1.csv","USUALEUR","1771","official_exact","official_altname_exact","USUALEUR","USUALEUR","USUAL/EUR","USUAL","ZEUR","USUAL","EUR","online","True","{""pair_key"":""USUALEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USUAL"",""quote"":""ZEUR""}"
"7609","USUALUSD_1.csv","USUALUSD","11789","official_exact","official_altname_exact","USUALUSD","USUALUSD","USUAL/USD","USUAL","ZUSD","USUAL","USD","online","True","{""pair_key"":""USUALUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""USUAL"",""quote"":""ZUSD""}"
"7617","VANRYEUR_1.csv","VANRYEUR","953","official_exact","official_altname_exact","VANRYEUR","VANRYEUR","VANRY/EUR","VANRY","ZEUR","VANRY","EUR","online","True","{""pair_key"":""VANRYEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""VANRY"",""quote"":""ZEUR""}"
